Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Reo India Travels,Volvo A/C Semi Sleeper (2+2),21:30,04:05,06h 35m,567.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Metahills holidays,Scania A/C Semi Sleeper (2+2),21:30,04:30,07h 00m,990.0,49 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:35,02:35,05h 00m,608.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,03:00,05h 20m,576.0,38 Seats available,4.2,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:40,05:15,07h 35m,989.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Yolo Bus,Volvo 9600 A/C Semi Sleeper (2+2),21:46,02:55,05h 09m,550.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Reo India Travels,Volvo A/C Semi Sleeper (2+2),21:55,03:34,05h 39m,567.0,21 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:55,05h 55m,540.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:15,03:15,05h 00m,854.0,45 Seats available,4.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:25,03:30,05h 05m,854.0,44 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,03:00,04h 20m,850.0,52 Seats available,4.1,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Yolo Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:42,03:03,04h 21m,600.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:45,03:30,04h 45m,854.0,41 Seats available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:45,03:50,05h 05m,676.0,32 Seats available,4.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:20,05:00,05h 40m,709.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),14:20,20:30,06h 10m,709.0,38 Seats available,1.7,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Everest Holidays,Volvo A/C Semi Sleeper (2+2),16:45,22:45,06h 00m,675.0,33 Seats available,0.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Travel hub,Volvo A/C Semi Sleeper (2+2),17:00,00:00,07h 00m,989.0,41 Seats available,1.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:20,01:35,07h 15m,599.0,53 Seats available,2.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
VT Bus,Scania A/C Semi Sleeper (2+2),18:20,00:15,05h 55m,990.0,40 Seats available,0.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:30,01:00,06h 30m,854.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),19:00,02:30,07h 30m,719.0,29 Seats available,2.2,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),19:00,02:00,07h 00m,900.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,690.0,41 Seats available,2.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,01:30,06h 00m,786.0,39 Seats available,2.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Zakir Flights,Volvo A/C Semi Sleeper (2+2),19:30,00:55,05h 25m,584.0,41 Seats available,2.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,02:00,06h 30m,899.0,41 Seats available,2.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),20:10,01:15,05h 05m,540.0,39 Seats available,2.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),20:40,03:30,06h 50m,449.0,27 Seats available,2.2,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,1079.0,29 Seats available,2.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),22:00,05:00,07h 00m,699.0,26 Seats available,1.1,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,04:00,05h 20m,709.0,41 Seats available,2.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),18:40,02:45,08h 05m,1899.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:15,02:45,07h 30m,1649.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),19:40,03:45,08h 05m,1899.0,36 Seats available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:45,00:50,05h 05m,1649.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Metahills holidays,Scania A/C Semi Sleeper (2+2),20:00,03:00,07h 00m,1350.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),21:15,02:50,05h 35m,1395.0,41 Seats available,3.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:30,04:30,07h 00m,1763.0,47 Seats available,3.7,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Everest Holidays,Volvo A/C Semi Sleeper (2+2),22:10,04:00,05h 50m,1125.0,21 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),13:30,21:00,07h 30m,1349.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),18:20,23:55,05h 35m,1999.0,41 Seats available,2.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),18:30,01:30,07h 00m,1294.0,53 Seats available,2.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),20:00,02:45,06h 45m,1529.0,17 Seats available,2.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
RAO TRAVELS INDIA PVT LTD.,Volvo AC Seater Pushback 2+2,20:30,04:30,08h 00m,1700.0,40 Seats available,2.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Snow Line Holidays Manali,A/C Seater (2+2),20:45,04:45,08h 00m,3000.0,45 Seats available,0.0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),21:20,04:25,07h 05m,1599.0,15 Seats available,2.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 1139,Ordinary 3+2 Non AC Seater,06:00,17:30,11h 30m,630.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 504,Ordinary 3+2 Non AC Seater,06:30,18:30,12h 00m,630.0,37 Seats available,2.6,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 573,Ordinary 3+2 Non AC Seater,13:15,01:15,12h 00m,668.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,03:15,12h 00m,660.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,03:15,10h 40m,630.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 528,A/C Executive (2+3),17:31,05:10,11h 39m,770.0,44 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,04:30,10h 10m,688.0,19 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,06:00,11h 10m,709.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 546,Himmani Deluxe 2+2 Non AC Seater,19:20,06:00,10h 40m,710.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 550,Ordinary 3+2 Non AC Seater,19:40,07:00,11h 20m,650.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,06:40,10h 30m,1191.0,32 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 547,A/C Executive (2+3),20:16,05:50,09h 34m,750.0,42 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,20:29,06:50,10h 21m,1158.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 26,Himsuta AC Seater Volvo/Scania 2+2,20:50,07:25,10h 35m,1205.0,34 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 565,Ordinary 3+2 Non AC Seater,21:05,06:00,08h 55m,630.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,08:30,11h 08m,709.0,27 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 577,A/C Executive (2+3),21:40,08:30,10h 50m,638.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 575,A/C Executive (2+3),21:59,09:16,11h 17m,780.0,44 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 582,Ordinary 3+2 Non AC Seater,23:05,10:52,11h 47m,638.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 581,Ordinary 3+2 Non AC Seater,23:30,11:00,11h 30m,660.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,07:05,09h 20m,740.0,36 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,05:50,10h 20m,657.0,41 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,06:45,09h 45m,675.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,05:00,08h 30m,495.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:45,07:30,09h 45m,612.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08:30,10h 30m,569.0,41 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,05:10,10h 10m,569.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
AdCity Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:20,06:50,08h 30m,585.0,38 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,665.0,26 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,06:25,10h 25m,569.0,41 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,05:20,09h 15m,566.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:05,07:40,09h 35m,566.0,40 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,06:15,10h 00m,738.0,13 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,05:10,10h 10m,854.0,42 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,05:10,09h 10m,720.0,25 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,06:30,10h 30m,788.0,20 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,06:00,09h 30m,608.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,05:15,09h 15m,685.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,630.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,05:15,09h 00m,739.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,06:00,10h 30m,599.0,25 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,749.0,28 Seats available,2.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:55,05:10,09h 15m,557.0,27 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,674.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),19:30,05:30,10h 00m,999.0,35 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
FlixBus,A/C Seater (2+2),19:00,06:45,11h 45m,456.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),20:00,06:00,10h 00m,1799.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 1017,Ordinary 3+2 Non AC Seater,12:50,06:00,17h 10m,796.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,08:30,17h 30m,862.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 1024,A/C Executive (2+3),16:20,08:35,16h 15m,1007.0,40 Seats available,3.2,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,09:00,15h 20m,1589.0,21 Seats available,4.1,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:15,07h 00m,854.0,25 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,01:00,06h 15m,760.0,21 Seats available,3.7,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:50,01:10,06h 20m,925.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,01:45,06h 40m,774.0,12 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,01:50,06h 30m,664.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:30,01:30,06h 00m,746.0,20 Seats available,3.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:30,02:05,06h 35m,860.0,12 Seats available,3.7,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,01:30,05h 55m,770.0,19 Seats available,5.0,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,03:20,06h 30m,864.0,21 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,02:30,05h 20m,698.0,17 Seats available,2.1,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1223,Ordinary 3+2 Non AC Seater,01:30,05:30,04h 00m,242.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 373,Ordinary 3+2 Non AC Seater,04:30,09:00,04h 30m,238.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 2040084,Ordinary 3+2 Non AC Seater,04:36,08:30,03h 54m,247.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1513,Ordinary 3+2 Non AC Seater,04:40,09:00,04h 20m,242.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1730,Ordinary 3+2 Non AC Seater,06:12,10:15,04h 03m,237.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 2030259,Ordinary 3+2 Non AC Seater,06:24,10:30,04h 06m,236.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1726,Ordinary 3+2 Non AC Seater,06:36,11:30,04h 54m,249.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 388,Ordinary 3+2 Non AC Seater,07:42,11:40,03h 58m,242.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 175,Ordinary 3+2 Non AC Seater,07:48,11:50,04h 02m,240.0,27 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 501,Ordinary 3+2 Non AC Seater,11:00,15:10,04h 10m,237.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 2030256,Ordinary 3+2 Non AC Seater,11:12,15:50,04h 38m,236.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1550,Ordinary 3+2 Non AC Seater,11:36,15:45,04h 09m,237.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 146,Ordinary 3+2 Non AC Seater,11:48,16:00,04h 12m,241.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 335,Ordinary 3+2 Non AC Seater,11:54,17:30,05h 36m,242.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1551,Ordinary 3+2 Non AC Seater,12:30,16:39,04h 09m,237.0,47 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1552,Ordinary 3+2 Non AC Seater,13:54,18:03,04h 09m,237.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 159,Ordinary 3+2 Non AC Seater,14:06,18:00,03h 54m,240.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1556,Ordinary 3+2 Non AC Seater,14:48,19:00,04h 12m,237.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 126,Ordinary 3+2 Non AC Seater,15:15,19:45,04h 30m,237.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1553,Ordinary 3+2 Non AC Seater,16:40,20:49,04h 09m,237.0,47 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,21:20,04h 30m,288.0,20 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 515,Ordinary 3+2 Non AC Seater,17:30,22:50,05h 20m,237.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,22:30,04h 30m,242.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 63,Himsuta AC Seater Volvo/Scania 2+2,18:10,22:30,04h 20m,384.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 6707,Ordinary 3+2 Non AC Seater,18:30,23:00,04h 30m,240.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,23:30,04h 30m,240.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 137,Ordinary 3+2 Non AC Seater,19:30,00:10,04h 40m,237.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1510,Ordinary 3+2 Non AC Seater,20:00,00:30,04h 30m,240.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
HRTC - 1729,Ordinary 3+2 Non AC Seater,20:20,01:00,04h 40m,238.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,10:30,14:00,03h 30m,432.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),04:15,07:25,03h 10m,271.0,3 Seats available,4.4,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
